ORF Length,GC Content,Transcript Length,CpG Island,Ficket score,coding=1
306,47,2795,22,1,0
72,34,355,1,2,0
162,56,1378,77,0,0
192,48,1087,21,1,0
276,43,2137,12,1,0
831,48,2506,62,1,0
198,48,1144,32,1,0
183,42,1722,11,1,0
270,57,997,64,1,0
195,46,607,4,1,0
84,40,547,3,1,0
30,40,287,6,1,0
120,48,518,2,1,0
144,39,1798,14,1,0
177,48,645,4,1,0
261,54,1697,27,1,0
579,62,3608,136,1,0
249,48,1873,21,0,0
162,48,1897,50,0,0
186,48,607,17,0,0
1020,48,2923,78,0,1
2019,64,2307,135,1,1
126,50,663,25,0,0
111,51,490,14,1,0
51,51,400,17,0,0
465,54,1049,35,1,1
180,47,645,19,1,0
153,39,762,5,2,0
15,37,101,0,1,0
249,42,792,9,1,0
225,37,1277,19,1,0
102,42,765,4,1,0
183,44,749,12,0,0
117,42,911,12,1,0
255,53,1677,48,1,0
240,43,1247,9,0,0
255,52,704,9,1,0
243,49,1355,22,0,0
84,37,399,2,2,0
339,55,813,25,1,0
180,50,856,30,1,0
120,49,1052,16,1,0
132,37,1860,5,1,0
159,47,1319,16,1,0
84,51,779,24,1,0
117,49,703,5,1,0
87,45,458,25,1,0
219,51,1747,22,0,0
324,49,3105,85,1,0
234,55,725,17,0,0
1020,50,3163,128,0,1
99,59,1220,83,0,0
144,48,809,23,1,0
234,61,496,29,0,0
261,57,548,40,1,1
54,49,590,10,1,0
129,44,1092,18,0,0
1008,54,2250,39,1,0
201,49,486,18,1,0
468,52,925,13,0,0
45,45,356,5,1,0
375,68,877,79,1,1
216,52,2845,85,1,0
120,47,603,4,1,0
402,49,2157,24,1,0
66,43,249,6,0,0
249,43,900,8,1,0
195,44,790,4,1,0
192,41,930,8,0,0
225,51,822,7,1,0
111,47,638,9,1,0
183,46,635,10,1,0
285,45,1073,16,0,0
174,47,2381,74,0,0
174,45,851,10,0,0
156,37,1646,7,0,0
606,49,5044,72,1,0
243,42,1761,16,0,0
0,62,32,1,1,0
174,53,847,45,1,0
189,57,773,56,0,0
204,50,872,11,0,0
429,39,1371,7,0,0
1752,66,2191,136,1,1
198,47,547,4,0,0
105,45,575,3,1,0
72,61,653,46,1,0
522,67,876,31,1,1
867,58,1104,51,1,1
237,49,2210,41,0,0
99,49,347,18,0,0
321,43,748,10,0,0
195,41,955,4,0,0
207,39,1395,8,0,0
279,57,845,44,0,0
267,44,1784,41,0,0
141,45,1192,21,1,0
411,47,2024,25,0,0
186,32,3871,24,1,0
216,46,1301,10,1,0
159,50,722,19,1,0
120,42,662,4,1,0
111,36,641,5,0,0
327,42,3072,29,0,0
108,42,479,4,1,0
426,70,1531,109,1,0
123,43,436,8,1,0
243,50,1122,42,1,0
63,47,499,17,1,0
276,45,930,4,0,0
156,59,592,17,0,0
309,40,3864,24,1,0
306,60,1173,49,1,0
192,50,1644,52,0,0
237,55,1868,29,1,0
192,40,942,5,0,0
33,48,824,33,1,0
135,37,1662,8,1,0
117,40,755,4,0,0
117,52,559,12,1,0
108,45,629,2,1,0
120,53,466,9,0,0
69,46,850,11,0,0
258,51,726,9,1,0
51,37,314,0,0,0
495,50,2757,48,0,0
99,47,618,14,0,0
192,39,771,4,0,0
105,45,710,24,1,0
309,50,1479,42,0,0
150,48,739,14,1,0
204,41,1033,19,0,0
156,37,2299,16,0,0
207,40,1561,22,1,0
180,45,1195,7,0,0
234,52,941,26,0,0
138,53,840,14,0,0
180,52,736,41,0,0
276,60,797,68,1,0
417,61,1549,68,1,0
384,52,1116,18,1,0
240,53,1081,17,1,0
150,43,549,4,1,0
1023,53,1669,36,0,0
195,53,2203,101,1,0
417,61,1713,82,1,0
138,53,1092,21,0,0
702,67,705,58,1,1
432,44,835,13,1,0
699,71,2147,216,1,1
183,43,618,13,0,0
207,44,1534,10,1,0
153,46,2201,36,0,0
318,39,1169,7,0,0
417,61,1813,91,1,0
252,50,1903,67,0,0
411,64,1620,82,0,0
159,50,895,29,0,0
99,50,475,22,0,0
114,42,515,8,0,0
150,45,624,4,1,0
216,34,1358,12,0,0
27,40,222,0,2,0
249,44,670,8,1,0
162,45,386,1,0,0
168,43,1431,13,1,0
195,61,699,21,1,0
192,49,1649,40,1,0
102,44,1333,31,1,0
444,64,4247,261,1,0
81,39,605,8,1,0
174,35,2001,14,1,0
507,63,630,41,1,0
219,37,491,2,1,0
84,49,492,10,1,0
348,60,1443,54,1,0
96,38,423,3,0,0
144,36,442,0,1,0
135,40,441,5,0,0
153,47,888,12,0,0
159,47,503,5,0,0
1053,48,1606,25,1,0
426,69,1122,83,1,0
330,58,989,33,2,0
1185,68,2997,251,1,1
300,56,987,18,1,0
30,56,351,11,1,0
78,47,1112,20,0,0
1020,54,1650,69,1,1
234,59,1106,45,0,0
210,52,756,6,2,0
156,32,1810,8,0,0
81,53,353,6,1,0
120,56,556,20,1,0
246,53,1781,33,0,0
273,50,1248,58,1,0
144,53,736,28,0,0
132,52,596,10,1,0
273,47,1563,61,0,0
162,47,2447,47,2,0
225,50,678,6,1,0
237,50,304,6,0,0
621,58,1256,79,1,1
81,37,250,2,1,0
126,52,1532,17,1,0
102,43,529,4,1,0
330,51,1041,34,0,0
837,47,1142,14,1,0
177,45,1225,15,1,0
252,51,1470,45,1,0
42,36,185,2,0,0
105,52,846,47,0,0
258,51,1167,37,1,0
2355,57,2496,138,2,1
747,65,1900,94,1,1
159,54,1939,56,1,0
144,58,483,13,1,0
369,54,637,24,1,0
303,49,666,19,1,0
189,43,682,9,1,0
174,54,1034,41,1,0
804,64,1056,86,1,0
177,46,317,1,0,0
108,46,686,3,0,0
264,51,1686,43,0,0
354,51,607,6,1,0
480,57,1469,54,1,0
258,42,1050,21,1,0
21,45,222,2,0,0
60,44,439,5,3,0
129,38,925,4,1,0
147,31,1048,6,0,0
201,51,490,14,1,0
240,48,2013,30,1,0
453,60,579,33,1,1
132,53,856,19,1,0
246,53,531,16,1,0
2844,69,3053,281,1,1
153,39,434,4,0,0
273,44,1998,18,1,0
645,59,1930,84,2,0
174,48,1011,40,0,0
189,44,544,9,1,0
153,38,1262,7,1,0
150,43,901,5,0,0
240,50,2393,48,1,0
417,62,2226,122,1,0
1818,61,2571,115,1,1
783,64,1980,182,1,0
222,49,789,5,0,0
294,44,1489,13,1,0
435,67,568,34,1,1
12,56,467,9,0,0
60,34,629,6,0,0
258,47,1775,28,1,0
153,42,1104,4,1,0
324,39,1766,6,1,0
327,50,1553,18,1,0
123,42,763,17,0,0
153,38,1513,8,1,0
279,49,597,18,1,0
195,51,690,9,0,0
117,62,450,19,0,0
354,43,1430,10,1,0
111,40,405,7,1,0
204,41,1010,16,0,0
153,36,1430,9,0,0
93,54,861,37,0,0
60,66,440,53,0,0
162,57,755,20,1,0
228,41,779,9,1,0
282,48,1763,28,0,0
303,50,1392,26,0,0
234,55,749,24,1,0
78,44,718,11,1,0
183,47,1119,28,0,0
417,54,1416,43,1,0
195,42,805,4,1,0
129,45,656,3,1,0
390,60,728,40,1,0
195,53,790,13,0,0
132,40,1441,13,1,0
69,49,673,20,1,0
147,44,1039,6,1,0
168,50,952,32,0,0
81,43,517,3,1,0
129,36,562,5,1,0
243,34,5666,34,1,0
228,53,1023,17,1,0
1497,61,1798,90,1,1
231,40,1220,5,1,0
312,41,1129,13,1,0
132,33,1492,9,0,0
183,38,601,8,0,0
177,51,1041,14,1,0
267,44,401,6,1,0
153,51,433,9,1,0
249,57,772,21,0,0
171,38,2366,8,0,0
363,55,714,20,1,0
129,44,810,6,1,0
255,43,738,9,1,0
84,50,482,15,1,0
225,51,444,9,1,0
678,51,1186,57,0,1
243,43,1647,52,1,0
240,56,1319,62,1,0
84,43,757,4,0,0
198,42,653,5,1,0
165,51,878,26,0,0
231,46,831,11,0,0
189,41,870,7,2,0
135,43,886,8,1,0
246,56,567,33,1,1
879,48,1311,16,1,0
120,47,327,8,1,0
93,47,440,11,1,0
198,50,760,33,1,0
153,60,443,13,2,0
126,44,431,4,0,0
237,44,1111,21,1,0
2556,65,3475,181,1,1
216,36,1507,6,1,0
96,49,565,15,1,0
123,37,859,3,1,0
192,44,2254,12,0,0
510,67,811,61,1,1
195,54,808,35,2,0
357,55,1173,40,1,0
276,55,461,6,0,0
168,40,2502,27,0,0
147,47,600,4,1,0
216,59,1578,83,1,0
312,52,1138,17,0,0
141,47,1354,17,1,0
273,41,1438,16,1,0
96,47,688,16,1,0
129,39,983,5,1,0
51,35,385,2,0,0
84,55,540,19,1,0
183,43,886,10,1,0
270,56,952,52,0,0
231,37,1588,9,0,0
135,47,803,8,1,0
759,69,878,55,1,1
216,59,430,13,0,0
225,41,1443,16,0,0
51,53,488,22,1,0
150,51,422,6,1,0
222,48,728,17,1,0
855,43,3184,45,0,0
384,62,1389,47,1,0
201,38,1424,7,0,0
777,60,1047,79,1,1
63,60,698,45,1,1
177,46,574,7,1,0
150,40,618,13,0,0
165,37,528,3,1,0
168,52,1376,59,1,0
57,48,516,7,1,0
222,51,979,35,1,0
180,43,1389,10,1,0
375,51,2283,35,1,0
243,44,1400,13,0,0
276,56,2481,100,0,0
342,36,1152,14,0,0
123,36,507,2,1,0
171,48,541,3,1,0
213,41,2864,24,0,0
177,40,602,3,1,0
1332,40,3194,35,2,0
195,45,1158,14,0,0
336,44,458,7,0,0
165,41,1320,15,0,0
90,47,526,9,1,0
417,62,2505,145,1,0
324,55,1509,26,1,0
2019,65,2288,133,1,1
159,45,1310,25,1,0
222,55,1390,55,0,0
861,51,5368,142,1,0
201,43,1002,18,1,0
477,51,2156,50,1,0
123,51,789,6,1,0
183,53,956,18,1,0
264,45,2543,49,1,0
477,50,1784,27,1,0
153,45,637,8,1,0
201,59,406,11,1,0
285,69,690,41,0,1
129,36,621,6,1,0
351,43,1348,14,1,0
126,48,847,14,1,0
765,68,851,62,1,1
294,60,923,60,1,0
1989,66,2455,131,1,1
195,48,594,3,0,0
132,54,759,16,1,0
207,41,1273,12,0,0
96,34,671,5,0,0
99,56,883,57,0,0
195,46,554,4,1,0
195,42,825,5,1,0
147,46,442,8,0,0
153,49,1523,27,1,0
303,52,608,11,0,0
318,40,1271,8,0,0
102,34,672,4,0,0
177,48,1347,33,0,0
975,69,1002,61,1,1
75,37,497,5,3,0
585,61,2216,128,1,1
129,45,993,7,0,0
207,44,1129,9,0,0
129,38,969,4,0,0
147,44,941,5,1,0
111,51,1108,34,1,0
54,32,463,2,0,0
228,46,598,6,0,0
228,44,802,19,1,0
135,37,749,5,0,0
150,43,498,5,0,0
195,45,650,4,1,0
174,46,736,11,1,0
207,43,376,3,1,0
342,38,952,3,1,0
171,47,1548,10,1,0
378,59,1138,41,1,0
228,43,985,5,1,0
207,53,622,16,0,0
81,54,461,20,0,0
264,55,578,16,1,0
204,50,908,12,0,0
45,52,236,0,1,0
132,61,582,21,1,0
177,40,1024,8,1,0
99,42,480,6,1,0
204,49,499,20,0,0
672,48,1373,16,1,0
213,52,718,16,0,0
42,52,482,0,0,0
231,37,2449,18,0,0
156,45,502,5,1,0
2244,57,2534,142,3,1
81,50,668,20,0,0
420,54,2302,56,1,0
102,50,816,12,0,0
417,53,1136,34,2,0
102,47,1024,13,0,0
417,60,1269,56,1,0
258,51,647,9,1,0
201,51,1172,29,0,0
192,45,1365,13,1,0
150,37,1406,16,1,0
195,53,829,13,0,0
180,44,675,14,1,0
171,61,558,25,0,0
162,36,423,2,0,0
273,46,2257,78,0,0
225,47,671,5,1,0
153,39,479,3,0,0
231,41,1562,26,0,0
153,36,821,5,2,0
84,42,459,3,1,0
78,54,386,3,2,0
108,41,548,8,1,0
225,49,1029,9,1,0
318,54,1982,55,0,0
111,47,738,8,2,0
93,52,464,5,0,0
195,51,1253,30,1,0
195,57,596,20,1,0
435,66,660,23,1,0
207,41,1476,22,1,0
117,52,862,33,1,0
225,55,747,41,1,0
567,56,1566,95,1,0
360,50,801,16,1,0
2370,65,3520,152,1,1
240,45,1234,13,1,0
162,43,465,3,1,0
180,45,655,9,1,0
789,56,1863,46,1,0
2406,64,3050,154,1,1
63,46,555,6,0,0
123,36,794,2,1,0
183,43,2296,17,1,0
90,42,603,9,0,0
246,59,2529,101,1,0
159,42,702,8,1,0
204,46,604,4,1,0
363,37,4235,54,0,0
207,49,577,8,0,0
279,56,722,11,0,0
606,48,1273,17,1,0
282,40,2999,49,0,0
336,57,559,17,0,0
690,55,1159,30,0,0
2160,49,6212,92,1,0
426,45,1786,25,1,0
597,66,798,59,1,1
549,58,1672,60,1,0
345,38,1575,6,1,0
132,37,611,3,1,0
762,63,2095,167,1,1
81,54,609,29,1,0
234,48,1293,23,0,0
285,43,1015,9,0,0
237,55,696,11,0,0
327,37,1313,9,0,0
243,57,426,15,1,1
117,48,587,6,2,0
36,43,202,1,1,0
285,50,507,7,1,0
114,38,267,1,0,0
861,64,1695,102,2,0
828,62,1034,65,0,0
210,61,575,37,1,0
297,42,2610,27,0,0
219,35,1240,7,0,0
1020,47,2304,63,0,1
141,44,395,0,2,0
84,49,508,3,0,0
282,49,728,13,1,0
177,42,3014,28,0,0
351,51,2070,39,0,0
417,61,1950,107,1,0
69,51,441,6,0,0
135,49,1083,16,1,0
243,43,1098,24,1,0
174,56,607,11,1,0
177,41,541,4,2,0
309,44,2841,29,1,0
120,42,624,10,1,0
177,32,647,2,1,0
159,51,434,19,0,0
39,47,709,14,0,0
228,44,1298,18,1,0
294,48,794,6,0,0
417,61,1921,95,1,0
507,53,5243,181,1,0
132,38,534,4,0,0
258,49,1201,43,1,0
258,51,541,5,1,0
48,32,324,2,1,0
318,41,1176,6,0,0
294,50,5178,90,0,0
231,42,1321,19,1,0
1668,68,1671,120,1,1
270,51,2885,78,1,0
93,45,278,6,0,0
195,48,859,27,1,0
258,35,359,2,1,0
222,51,1259,41,0,0
174,48,992,40,1,0
156,46,2726,46,0,0
132,44,456,1,0,0
1326,66,2293,157,0,1
519,44,2262,46,0,0
186,59,573,31,0,0
123,42,488,6,1,0
153,37,1329,6,1,0
276,47,1554,27,1,0
240,37,1318,8,0,0
153,36,633,5,2,0
933,69,959,51,1,1
264,46,2493,49,1,0
417,59,1421,50,1,0
123,39,260,1,0,0
24,52,207,8,0,0
1242,57,1722,84,1,1
234,59,1259,50,0,0
600,62,1648,96,1,1
357,46,1349,13,0,0
690,58,890,46,1,1
240,49,1519,11,1,0
771,47,1039,14,1,0
267,40,2194,26,0,0
282,50,659,30,0,0
51,53,494,11,1,0
342,39,793,2,1,0
204,49,739,6,0,0
126,43,418,4,1,0
171,47,466,3,0,0
186,52,860,46,1,0
723,68,1083,76,1,1
216,39,1114,10,1,0
417,61,1521,76,1,0
117,50,692,28,1,0
78,50,339,11,1,0
168,41,2417,25,0,0
306,45,583,6,1,0
180,30,861,4,1,0
279,39,1141,10,1,0
894,53,2059,95,1,1
69,28,378,4,0,0
279,53,1717,49,0,0
369,54,4457,111,1,0
342,61,811,21,1,0
309,75,313,32,0,1
558,47,1865,33,0,0
132,52,769,24,0,0
195,55,809,22,1,0
318,39,1364,7,0,0
171,44,1804,46,0,0
153,58,427,16,1,0
1032,65,2324,123,0,1
117,50,1136,31,1,0
168,42,1680,14,1,0
219,42,2639,37,1,0
126,43,788,15,1,0
246,39,1528,8,1,0
72,36,459,3,0,0
1005,69,1012,60,1,1
96,58,567,15,1,0
474,52,6919,140,0,0
774,55,2575,51,0,0
186,42,1693,20,1,0
432,47,2491,13,1,0
249,40,2080,7,0,0
219,41,403,3,1,0
189,44,1180,9,0,0
276,48,489,5,1,0
114,56,947,37,0,0
147,33,1141,8,0,0
720,60,728,44,1,1
204,38,2359,10,1,0
132,39,494,3,1,0
162,50,610,12,0,0
249,59,385,6,1,0
255,69,634,33,1,0
225,39,890,4,0,0
225,39,1184,7,0,0
168,45,1019,5,1,0
255,46,2614,76,0,0
489,58,3217,139,1,1
165,45,517,4,1,0
363,54,695,17,1,0
417,60,1523,66,1,0
222,53,590,9,0,0
162,59,429,15,1,0
327,50,847,10,0,0
222,43,582,6,0,0
1023,54,2002,37,1,0
261,41,3664,35,0,0
321,45,1445,26,1,0
177,37,2156,7,0,0
168,42,461,4,0,0
243,46,1867,39,0,0
162,31,1161,8,0,0
114,35,526,3,0,0
321,38,1291,4,1,0
282,55,845,26,1,0
222,53,930,17,0,0
243,42,1093,20,1,0
156,50,415,5,0,0
627,39,1791,17,2,0
123,46,1271,51,1,0
453,53,4216,46,0,0
135,42,928,4,0,0
57,51,408,6,2,0
216,56,758,24,1,0
189,42,829,13,1,0
147,39,541,5,1,0
213,36,1893,11,0,0
129,45,580,13,1,0
399,40,4163,47,0,0
327,64,387,29,1,1
276,46,1092,7,0,0
183,55,665,35,1,0
234,51,1383,34,0,0
108,41,1065,5,1,0
78,46,442,14,0,0
186,41,1437,28,1,0
39,60,432,9,0,0
195,41,470,1,0,0
177,36,198,1,0,0
231,52,1196,15,1,0
129,41,684,5,0,0
279,54,573,16,2,0
276,36,878,10,0,0
249,56,1381,29,1,0
330,55,1268,42,1,0
135,53,579,5,0,0
225,51,486,7,1,0
216,38,456,5,0,0
210,44,629,4,1,0
168,46,768,9,0,0
120,52,172,1,1,0
123,49,558,3,0,0
264,46,2263,46,1,0
786,36,3412,34,1,0
309,65,569,26,2,0
99,50,536,15,1,0
183,51,1326,24,0,0
258,43,2118,15,0,0
174,40,2067,26,0,0
330,36,4182,26,0,0
216,55,469,12,1,0
621,59,1057,70,1,1
120,43,616,5,1,0
420,60,1051,64,1,0
426,54,912,14,0,0
225,53,569,12,1,0
372,49,551,8,0,0
303,38,4079,30,1,0
360,44,2366,18,0,0
198,60,1055,82,1,0
78,50,717,24,0,0
162,48,592,10,0,0
309,43,953,10,0,0
174,45,1141,12,0,0
120,46,939,18,1,0
171,49,1137,34,0,0
348,54,1484,44,1,0
909,65,1257,89,1,1
153,45,791,26,1,0
120,46,518,13,1,0
192,41,785,2,1,0
192,60,545,31,0,0
189,49,621,16,1,0
162,44,408,6,2,0
231,43,1801,9,1,0
207,43,1417,14,0,0
261,36,1097,5,1,0
54,42,287,4,1,0
231,50,3094,100,1,0
207,38,893,4,2,0
327,39,3491,22,0,0
132,45,510,3,0,0
129,41,657,4,0,0
306,45,3315,65,0,0
225,55,376,9,0,0
159,47,1592,35,0,0
720,41,1569,37,0,0
174,40,2308,30,0,0
312,48,639,9,1,0
90,48,683,6,2,0
237,57,1120,33,1,0
192,50,1295,42,0,0
126,42,616,11,1,0
234,59,1102,47,0,0
159,42,872,14,1,0
276,48,948,14,1,0
195,45,580,3,1,0
264,47,626,8,2,0
93,40,306,6,0,0
54,49,755,10,0,0
186,45,1000,7,1,0
243,38,4006,43,0,0
129,38,678,2,1,0
192,40,2167,12,0,0
789,55,1803,35,1,0
105,39,1667,22,0,0
195,47,624,8,1,0
105,46,481,7,0,0
486,61,1627,134,2,0
108,63,516,44,1,0
240,65,758,57,1,0
219,37,4396,18,1,0
141,69,483,35,1,1
120,38,2023,13,0,0
243,36,3379,27,0,0
237,45,3176,53,0,0
87,48,1460,57,1,0
171,44,644,3,0,0
150,45,661,7,0,0
204,36,1651,17,0,0
147,51,400,8,0,0
213,49,1299,35,1,0
249,49,1575,21,1,0
186,40,543,4,0,0
132,51,375,11,0,0
111,47,640,11,1,0
267,49,1253,33,0,0
1719,68,1722,123,1,1
150,41,731,4,1,0
309,50,731,7,0,0
327,48,2356,32,0,0
174,40,3990,41,0,0
189,44,1752,36,0,0
174,53,492,24,1,0
231,51,651,7,0,0
138,42,476,7,1,0
171,54,1758,67,1,0
276,46,948,14,1,0
264,43,823,9,1,0
234,36,3083,13,0,0
123,47,213,0,0,0
129,38,505,3,0,0
150,53,1461,36,1,0
2346,56,2992,160,2,1
327,47,5019,61,1,0
138,40,2039,19,0,0
72,53,696,30,0,0
312,39,961,3,1,0
501,60,504,32,1,1
888,48,2493,74,0,1
324,48,2469,62,0,0
360,55,1592,24,1,0
1197,66,2024,131,1,1
84,41,605,7,1,0
276,43,580,4,1,0
642,48,2493,26,1,0
414,53,2509,64,0,0
84,48,867,30,0,0
198,47,984,20,0,0
99,37,428,1,0,0
174,46,367,2,2,0
195,44,827,4,1,0
207,38,1542,10,1,0
186,42,1235,8,0,0
825,58,1021,68,1,1
354,43,1057,13,1,0
381,66,963,79,0,0
150,44,556,2,0,0
960,55,1994,42,1,0
111,46,454,4,2,0
216,41,930,7,1,0
99,47,452,4,1,0
312,40,840,12,1,0
738,57,2078,103,0,0
351,40,382,1,2,0
99,33,549,3,0,0
285,41,774,10,1,0
135,43,959,9,1,0
177,43,633,7,1,0
264,45,2515,47,1,0
450,59,1365,58,0,0
312,36,6038,33,1,0
111,38,542,2,1,0
138,45,467,7,1,0
123,38,771,1,1,0
243,53,535,11,2,0
273,40,2465,19,0,0
216,43,1359,30,0,0
84,57,328,17,0,0
195,52,588,4,0,0
402,42,901,4,1,0
285,56,760,39,1,0
12,49,168,2,1,0
144,54,454,15,0,0
237,45,353,13,1,0
264,52,1114,26,1,0
375,45,3068,49,0,0
135,42,666,7,1,0
111,45,371,3,1,0
150,43,479,3,1,0
156,39,575,3,1,0
414,44,1201,14,1,0
327,49,1360,13,1,0
195,38,1311,12,0,0
225,45,1558,19,1,0
441,61,2313,129,1,1
228,55,1657,23,0,0
126,34,1064,12,0,0
318,41,945,6,0,0
162,50,874,8,1,0
990,54,2711,47,0,0
186,54,1563,46,1,0
165,46,681,14,0,0
3039,68,3248,292,1,1
177,44,1613,19,0,0
600,46,2673,74,1,0
159,50,1007,33,0,0
102,52,480,22,1,0
129,51,1218,21,1,0
117,40,900,7,0,0
177,52,401,7,1,0
117,44,1224,29,1,0
297,44,1734,28,1,0
195,46,545,3,1,0
129,56,1047,28,0,0
195,49,952,30,1,0
135,41,1454,4,1,0
2304,45,2981,38,1,0
2046,69,2049,141,1,1
138,39,1369,17,0,0
141,50,365,5,1,0
207,52,1096,15,1,0
159,60,438,14,1,0
192,39,857,4,1,0
201,47,436,4,0,0
45,46,365,4,0,0
129,37,554,8,0,0
213,56,2306,116,1,0
564,56,582,19,2,0
243,46,2060,17,1,0
231,43,1653,9,1,0
216,45,2291,6,1,0
216,41,3846,15,0,0
261,57,2282,50,1,0
147,45,457,9,1,0
222,48,384,2,1,0
285,50,1656,34,1,0
153,48,1222,12,0,0
501,63,554,29,0,1
153,40,600,4,1,0
273,48,1200,48,1,0
69,53,742,11,1,0
492,51,982,14,1,0
180,50,513,4,1,0
318,40,2831,30,0,0
519,66,717,65,1,1
216,36,3698,24,0,0
78,39,619,7,1,0
123,61,776,41,0,0
183,53,821,44,0,0
117,40,1269,17,1,0
294,43,1462,14,1,0
348,59,1021,42,1,0
90,42,512,6,1,0
165,36,397,1,0,0
195,39,2475,33,1,0
246,55,858,16,1,0
195,46,1718,46,0,0
192,39,2633,11,0,0
138,38,649,4,0,0
1194,55,1385,37,1,0
1350,66,2001,148,0,1
225,40,2067,17,0,0
363,43,1876,49,1,0
525,56,2877,164,0,0
1050,61,1500,94,1,1
111,37,627,1,0,0
129,38,1010,4,1,0
1065,69,1184,67,1,1
165,33,1142,7,0,0
240,50,594,11,0,0
321,50,420,4,1,0
330,56,2307,113,0,0
339,43,1550,13,1,0
129,43,705,4,1,0
294,56,788,38,1,1
165,45,834,6,1,0
207,46,1662,42,0,0
543,38,1156,6,2,0
84,53,299,5,1,0
117,33,583,6,1,0
417,66,645,30,1,1
141,42,659,7,1,0
114,48,463,11,1,0
135,37,1247,8,0,0
126,42,885,12,0,0
297,57,1142,34,1,0
165,41,1057,12,0,0
312,41,3239,29,1,0
132,41,658,4,0,0
195,50,594,3,1,0
171,55,557,28,1,0
318,38,1651,24,1,0
198,49,1045,10,1,0
234,36,3223,13,0,0
195,45,527,4,1,0
96,45,746,20,1,0
222,47,715,11,0,0
480,45,2058,34,1,0
297,44,1391,26,1,0
234,48,1265,16,0,0
156,38,840,2,0,0
1773,56,3653,156,0,1
123,52,791,17,1,0
2448,69,3252,301,1,1
174,45,888,11,1,0
117,50,723,9,1,0
189,58,477,19,1,0
186,51,1145,12,1,0
213,46,2299,38,0,0
264,45,2545,49,1,0
78,36,776,2,1,0
234,60,992,46,0,0
252,54,1304,61,0,0
222,43,845,6,0,0
126,34,444,2,1,0
180,37,2922,35,0,0
366,50,5441,109,0,0
117,39,575,4,0,0
102,63,328,23,1,0
186,43,994,22,0,0
33,57,511,10,1,0
246,59,1764,68,1,0
273,46,745,9,1,0
228,54,682,35,1,0
186,53,514,10,2,0
270,41,6537,70,0,0
318,49,1461,21,1,0
180,45,682,6,1,0
357,55,1388,43,1,0
192,37,2438,16,0,0
108,36,853,4,1,0
180,41,1923,18,1,0
276,43,1348,10,1,0
390,58,1546,102,1,0
147,47,529,13,0,0
381,47,1706,17,1,0
384,66,913,70,1,1
279,55,425,27,1,0
288,52,1376,43,1,0
195,53,485,8,1,0
39,60,573,38,0,0
171,57,1284,36,1,0
963,42,2171,40,1,0
174,39,995,11,1,0
195,38,2513,31,1,0
300,59,767,54,1,1
99,53,687,14,0,0
228,35,2051,12,1,0
198,50,524,6,1,0
894,54,2815,139,1,1
798,59,1430,94,0,0
141,36,722,4,1,0
150,49,959,36,0,0
261,37,1354,7,0,0
165,45,1824,11,1,0
228,40,2171,15,1,0
312,49,2224,30,1,0
264,46,2330,50,1,0
165,48,838,17,1,0
174,46,1328,17,1,0
243,47,553,12,1,0
138,34,2538,13,0,0
1578,56,2227,112,2,1
279,53,760,15,1,0
90,35,1145,9,1,0
261,39,743,4,1,0
270,45,4860,40,0,0
177,45,675,12,1,0
117,38,682,7,1,0
297,48,1306,24,0,0
123,47,468,14,2,0
258,51,1291,40,1,0
165,43,600,8,1,0
105,40,1588,9,0,0
273,53,633,29,0,0
312,42,1028,12,0,0
186,41,1198,9,1,0
198,46,745,7,1,0
123,37,641,3,0,0
213,40,2086,8,1,0
174,42,1627,8,0,0
273,48,1553,64,0,0
444,68,458,31,0,1
510,61,2624,131,0,0
111,53,554,7,1,0
174,58,590,36,1,0
186,43,719,8,1,0
258,47,1555,18,1,0
303,53,1127,18,0,0
231,44,1572,25,0,0
237,45,940,5,1,0
72,56,428,17,1,0
120,48,858,11,0,0
168,40,3372,34,0,0
159,37,774,3,0,0
348,56,652,38,1,0
126,45,870,13,1,0
381,47,1983,36,0,0
135,50,484,15,1,0
228,45,723,6,0,0
159,53,446,10,1,0
1338,56,3235,165,0,1
21,54,379,13,1,0
153,39,3146,18,0,0
78,51,624,23,1,0
234,48,1276,16,0,0
195,44,890,11,0,0
276,39,1687,10,0,0
177,40,353,3,1,0
243,54,1186,25,1,0
141,35,430,0,1,0
249,46,663,8,0,0
99,52,886,17,1,0
234,48,1168,17,0,0
108,40,438,8,0,0
138,41,466,3,1,0
231,55,700,22,1,0
1020,48,2579,90,0,1
168,41,277,5,0,0
171,63,573,21,1,0
396,40,569,2,1,0
492,60,523,30,0,1
468,43,4186,45,0,0
180,50,432,4,1,0
120,46,692,21,0,0
78,46,816,12,0,0
360,55,1070,35,1,0
48,49,658,21,1,0
93,45,1077,15,0,0
195,50,430,7,1,0
1215,55,6434,246,0,1
192,51,947,26,1,0
6204,67,7394,540,1,1
744,56,2351,54,1,0
195,45,564,4,0,0
2238,56,2429,121,3,1
111,46,754,24,1,0
138,38,713,5,1,0
126,47,496,7,1,0
246,39,1374,7,1,0
873,56,1196,40,3,0
99,47,476,2,1,0
507,52,941,13,0,0
195,54,638,12,0,0
417,62,2666,148,1,0
147,38,1168,8,1,0
99,48,934,11,1,0
225,50,500,3,1,0
189,45,3245,33,0,0
288,47,1807,21,0,0
567,69,811,54,1,1
174,39,4486,49,0,0
312,55,477,13,1,0
204,42,771,4,1,0
318,43,1627,38,1,0
93,60,571,25,1,0
165,36,568,5,0,0
